chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM
,,121599,0,0,-1,1,0,3,3.2,3.2,1,2.7,512,False,,,54,121599.jpg,2.3,1.4,a,7,11,14,952,2736,0.5,2.6,Doucouré,468,0,1,1,9,0,0,0,1,0,0,0,90,84.4,100.5,57.0,24.1,114,42,41,31,99,52,68,40,,,,,,,2.6923076923076925,0.4259259259259259,0.05555555555555552
,,495542,0,0,0,0,0,2,0.5,0.5,0,0.0,559,False,,,40,495542.jpg,0.0,0.1,a,7,11,0,910,274,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,159,400,157,365,137,424,158,,,,,,,,0.0,-0.5
,,198826,0,0,0,0,0,2,1.5,1.5,1,1.0,566,False,,,50,198826.jpg,1.0,0.1,a,7,11,2,461,150,0.2,0.4,Godfrey,149,0,0,0,3,0,0,0,0,0,0,0,20,31.4,11.9,0.0,4.4,262,105,258,81,539,206,305,107,,,,,,,1.2080536912751678,0.2,-0.2
,,111782,0,0,0,0,0,1,0.5,0.5,0,0.0,573,False,,,45,111782.jpg,0.0,0.0,a,7,11,0,101,67,0.0,0.0,Olsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,485,58,472,42,445,40,490,58,,,,,,,,0.0,-0.4444444444444444
,,126187,0,0,-1,1,0,3,1.7,1.2,2,1.7,115,False,,,59,126187.jpg,2.3,0.2,a,8,54,7,415,377,0.3,1.2,Loftus-Cheek,213,0,0,1,3,0,0,0,0,0,0,0,32,18.2,24.1,37.0,7.9,296,122,196,114,157,85,251,114,,,,,,,2.9577464788732395,0.38983050847457623,0.05084745762711861
,,40559,0,0,0,0,0,1,0.0,-0.5,0,0.0,171,False,,,40,40559.jpg,0.0,1.8,a,8,54,0,466,1107,0.0,0.0,Fabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,27,374,6,335,4,397,27,,,,,,,,0.0,-0.5
0.0,0.0,55038,0,0,-2,2,0,3,0.0,0.0,0,0.0,172,False,Not included in Fulham's 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:18.518943,48,55038.jpg,0.0,0.0,n,8,54,0,4,160,0.0,0.0,McDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,512,203,500,203,479,193,516,203,,,,,,,,0.0,-0.4166666666666667
,,61739,0,0,-2,2,0,2,0.2,-0.3,0,0.2,173,False,,,43,61739.jpg,0.5,0.1,a,8,54,1,83,150,0.0,0.2,Le Marchand,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1.0,1.6,314,125,323,113,322,112,361,131,,,,,,,0.7377049180327869,0.11627906976744186,-0.3488372093023256
0.0,0.0,61916,0,0,-2,2,0,3,0.0,0.0,0,0.0,174,False,Not included in Fulham's 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:18.533609,48,61916.jpg,0.0,0.0,n,8,54,0,0,110,0.0,0.0,Johansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514,204,502,204,481,194,518,204,5.0,,,,,,,0.0,-0.4166666666666667
,,76357,0,0,-2,2,1,3,3.5,3.0,9,3.5,175,False,,,53,76357.jpg,3.0,0.1,a,8,54,15,520,173,0.7,2.8,Cairney,450,1,0,0,10,0,0,0,2,0,0,2,100,119.0,173.0,44.0,33.6,58,19,9,7,129,71,42,22,2.0,,4.0,,,,3.0,0.5660377358490566,0.18867924528301888
,,82514,0,0,-1,1,0,2,1.5,1.0,1,1.5,176,False,,,44,82514.jpg,1.4,0.2,a,8,54,7,325,335,0.3,1.6,Ream,450,0,0,0,10,0,0,0,0,0,0,0,78,82.6,4.7,0.0,8.8,117,42,293,94,396,156,230,79,,,,,,,1.4,0.3181818181818181,-0.13636363636363638
0.0,0.0,83543,0,0,-3,3,0,3,0.0,0.0,0,0.0,177,False,Joined Nottingham Forest on loan until 7/1 on 16/10. - Expected back 07 Jan,2020-10-16 21:30:11.452901,52,83543.jpg,0.0,0.1,n,8,54,0,7,211,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,556,221,551,221,547,218,560,221,,,,,,,,0.0,-0.3846153846153846
,,84915,-1,1,-2,2,0,2,0.0,-0.5,0,0.0,178,False,,,43,84915.jpg,0.0,0.2,a,8,54,0,66,375,0.0,0.0,Hector,237,0,0,0,10,0,0,0,1,0,0,0,33,38.8,11.3,18.0,6.7,232,94,267,83,214,66,269,93,,,,,,,0.0,0.0,-0.46511627906976744
0.0,0.0,87107,0,0,-2,2,0,2,0.0,0.0,0,0.0,179,False,Joined Nottingham Forest on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-09-21 00:30:18.332101,43,87107.jpg,0.0,0.0,n,8,54,0,4,104,0.0,0.0,Christie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,163,405,161,373,144,429,162,,,,,,,,0.0,-0.46511627906976744
,,92259,0,0,-2,2,0,3,0.5,0.0,0,0.5,180,False,,,48,92259.jpg,1.2,0.1,a,8,54,5,38,192,0.1,1.0,Kebano,115,0,0,0,3,0,0,0,0,0,0,0,11,1.4,14.6,47.0,5.9,379,174,236,137,117,65,278,127,6.0,,1.0,,,,3.9130434782608696,0.25,-0.16666666666666669
,,96994,0,0,-1,1,0,4,1.0,0.5,1,1.0,181,False,,,54,96994.jpg,2.0,0.1,a,8,54,10,113,608,0.2,1.9,Decordova-Reid,220,1,0,0,4,0,0,0,1,0,0,0,46,41.6,15.1,47.0,10.3,222,23,232,29,118,31,205,28,,,,,,,4.090909090909091,0.37037037037037035,0.0
,,101105,0,0,-1,1,0,2,0.5,0.0,0,0.5,182,False,,,49,101105.jpg,1.5,0.5,a,8,54,6,221,1534,0.1,1.2,Bryan,336,0,1,0,11,0,0,0,1,0,0,0,61,60.2,50.6,25.0,13.6,175,70,113,27,185,52,157,48,3.0,,3.0,,,,1.607142857142857,0.3061224489795918,-0.1020408163265306
0.0,0.0,122074,0,0,-1,1,0,1,0.0,0.0,0,0.0,183,False,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10 14:30:11.949431,44,122074.jpg,0.0,0.0,n,8,54,0,3,74,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453,52,434,31,403,29,458,52,,,,,,,,0.0,-0.45454545454545453
,,128389,-1,1,-2,2,0,4,1.5,1.0,2,1.5,184,False,,,58,128389.jpg,3.2,9.7,a,8,54,19,3324,57952,0.3,3.3,Mitrović,477,2,0,0,11,0,0,1,1,0,0,3,47,89.8,72.2,277.0,42.6,105,16,75,9,9,6,21,11,,,2.0,,1.0,,3.5849056603773586,0.5517241379310345,0.20689655172413796
0.0,0.0,149266,0,0,-1,1,0,2,0.0,0.0,0,0.0,185,False,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07 02:00:12.698046,44,149266.jpg,0.0,0.0,n,8,54,0,0,18,0.0,0.0,Mawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,178,436,177,405,161,460,178,,,,,,,,0.0,-0.45454545454545453
,,155529,0,0,-1,1,0,1,0.0,-0.5,0,0.0,186,False,,,44,155529.jpg,1.0,0.4,a,8,54,1,257,519,0.0,0.2,Rodák,90,0,0,0,3,0,0,0,0,0,2,0,11,18.2,0.0,0.0,1.8,295,23,439,32,409,30,356,23,,,,,,,1.0,0.22727272727272727,-0.22727272727272727
,,166324,0,0,-1,1,0,3,1.2,0.7,0,1.2,187,False,,,54,166324.jpg,1.8,0.1,a,8,54,9,36,201,0.2,1.7,Cavaleiro,426,0,0,0,12,0,0,0,1,0,0,0,39,37.8,122.0,45.0,20.4,237,95,28,20,125,69,93,54,1.0,,,,,,1.9014084507042253,0.3333333333333333,-0.03703703703703703
0.0,0.0,168765,0,0,-2,2,0,3,0.0,0.0,0,0.0,188,False,Not included in Fulham's 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:18.592793,48,168765.jpg,1.5,0.1,n,8,54,3,4,397,0.0,0.6,Onomah,131,0,0,0,7,0,0,0,0,0,0,0,7,12.0,7.4,2.0,2.1,317,137,280,149,314,155,348,157,,,,,,,2.0610687022900764,0.3125,-0.10416666666666667
0.0,0.0,170271,0,0,-3,3,0,3,0.0,0.0,0,0.0,189,False,Not included in Fulham's 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:18.607195,47,170271.jpg,0.0,0.1,n,8,54,0,0,351,0.0,0.0,Seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508,200,495,200,472,188,512,200,,,,,,,,0.0,-0.425531914893617
0.0,,197030,0,0,-1,1,0,3,0.0,-0.7,-2,-0.2,190,False,Suspended until 28 Nov,2020-10-24 16:30:15.981006,49,197030.jpg,0.4,0.1,s,8,54,2,20,421,0.0,0.4,Kamara,214,0,0,0,8,0,0,0,1,1,0,0,-4,10.8,43.3,32.0,8.0,324,144,131,83,169,88,247,112,,,,,2.0,,0.8411214953271028,0.08163265306122448,-0.32653061224489793
,,203325,0,0,0,0,0,3,1.8,1.3,2,1.8,191,False,,,45,203325.jpg,2.2,2.3,a,8,54,13,1007,3723,0.4,2.9,Anguissa,452,0,1,0,11,0,0,0,1,0,0,0,92,115.8,104.7,45.0,26.6,63,23,39,29,124,68,64,37,,,,,,,2.588495575221239,0.48888888888888893,0.04444444444444448
0.0,0.0,208998,0,0,-1,1,0,2,0.0,0.0,0,0.0,192,False,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08 09:30:15.158422,44,208998.jpg,0.0,0.1,n,8,54,0,3,86,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,183,443,182,413,167,466,183,,,,,,,,0.0,-0.45454545454545453
100.0,75.0,153366,0,0,0,0,0,3,1.0,0.4,4,1.0,373,False,,2020-09-30 13:30:17.140962,45,153366.jpg,2.7,0.7,a,8,54,8,257,962,0.2,1.8,Reed,170,0,1,0,7,0,0,0,0,0,0,0,44,41.8,30.1,8.0,8.0,220,90,169,102,265,138,246,111,,,,,,,4.235294117647059,0.6000000000000001,0.15555555555555559
,,169528,0,0,-1,1,0,2,1.2,0.7,1,1.2,484,False,,,44,169528.jpg,1.7,0.1,a,8,54,5,206,149,0.3,1.1,Robinson,270,0,0,0,4,0,0,0,0,0,0,0,48,72.8,94.2,27.0,19.5,139,51,46,10,183,50,100,25,,,,,,,1.6666666666666665,0.3863636363636363,-0.06818181818181819
100.0,100.0,151086,0,0,0,0,0,3,0.8,0.3,2,0.8,493,False,,2020-09-30 13:30:17.324660,45,151086.jpg,1.3,0.5,a,8,54,4,189,580,0.2,0.9,Lemina,107,0,0,0,3,0,0,0,0,0,0,0,17,16.0,6.3,8.0,3.1,305,128,283,152,264,137,323,149,,,,,,,3.364485981308411,0.2888888888888889,-0.15555555555555556
,,84182,0,0,0,0,0,1,2.5,2.0,3,2.5,516,False,,,45,84182.jpg,2.2,1.3,a,8,54,11,1696,1624,0.6,2.4,Areola,450,0,0,0,11,0,0,0,0,0,22,0,87,163.0,0.0,0.0,16.2,22,3,466,39,439,37,124,3,,,,,,,2.2,0.48888888888888893,0.04444444444444448
0.0,0.0,167074,0,0,-1,1,0,2,0.0,0.0,0,0.0,517,False,Calf injury - Unknown return date,2020-09-28 19:30:13.417631,44,167074.jpg,1.0,0.1,i,8,54,2,9,278,0.0,0.5,Tete,128,0,1,0,6,0,0,0,1,0,0,0,29,53.0,67.5,4.0,12.4,196,82,83,16,293,98,174,57,,,,,,,1.40625,0.22727272727272727,-0.22727272727272727
,,72681,0,0,-1,1,0,2,0.0,-0.5,0,0.0,525,False,,,44,72681.jpg,0.3,0.1,a,8,54,1,57,200,0.0,0.2,Odoi,270,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8.0,6.4,249,100,208,60,258,81,271,94,,,,,,,0.33333333333333337,0.06818181818181818,-0.3863636363636363
,,219352,0,0,0,0,0,3,4.3,3.8,2,4.3,557,False,,,50,219352.jpg,4.3,0.4,a,8,54,13,3512,905,0.9,2.6,Lookman,203,1,0,0,3,0,0,0,0,0,0,3,40,75.8,74.7,87.0,23.8,132,51,67,50,53,31,72,43,4.0,,,,,,5.763546798029557,0.86,0.45999999999999996
,,159506,0,0,0,0,0,2,1.7,1.2,1,1.7,562,False,,,45,159506.jpg,1.7,0.0,a,8,54,5,247,138,0.4,1.1,Aina,270,0,0,0,4,0,0,0,0,0,0,0,49,53.2,43.9,6.0,10.2,195,81,129,30,282,93,209,70,,,,,,,1.6666666666666665,0.37777777777777777,-0.06666666666666668
0.0,0.0,174874,0,0,0,0,0,2,0.0,0.0,0,0.0,571,False,Ankle injury - Unknown return date,2020-10-16 12:30:24.578129,45,174874.jpg,0.0,0.0,i,8,54,0,7,13,0.0,0.0,Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489,192,477,192,451,180,494,192,,,,,,,,0.0,-0.4444444444444444
,,109646,0,0,0,0,0,2,1.5,1.0,1,1.5,572,False,,,45,109646.jpg,1.5,0.0,a,8,54,3,96,42,0.3,0.7,Adarabioyo,180,0,0,0,3,0,0,0,0,0,0,0,26,30.2,1.1,8.0,4.0,265,107,337,122,263,84,315,113,,,,,,,1.5,0.3333333333333333,-0.1111111111111111
0.0,0.0,109434,0,0,0,0,0,2,0.0,0.0,0,0.0,585,False,Foot injury - Unknown return date,2020-10-22 12:30:15.315129,45,109434.jpg,0.0,0.0,i,8,54,0,7,7,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,484,191,471,191,444,178,489,191,,,,,,,,0.0,-0.4444444444444444
100.0,100.0,15033,0,0,-1,1,0,2,0.5,0.0,0,0.0,216,False,,2020-10-16 23:00:18.261247,44,15033.jpg,1.0,0.1,a,9,13,1,198,226,0.0,0.2,Morgan,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,385,140,412,168,380,151,436,169,,,,,,,90.0,0.22727272727272727,-0.22727272727272727
,,17745,0,0,0,0,1,1,4.7,4.2,10,4.2,217,False,,,55,17745.jpg,4.2,11.9,a,9,13,25,4504,8933,0.8,4.5,Schmeichel,540,0,0,2,8,0,0,0,0,0,17,3,110,150.4,0.0,0.0,15.1,29,5,562,60,561,60,142,6,,,,,,,4.166666666666666,0.7636363636363637,0.4
100.0,100.0,37402,0,0,0,0,0,2,2.3,1.8,6,1.8,218,False,,2020-08-15 10:00:11.758506,45,37402.jpg,3.5,0.1,a,9,13,7,297,179,0.4,1.6,Fuchs,100,0,0,1,1,0,0,0,1,0,0,1,26,26.2,2.9,0.0,2.9,277,111,305,102,430,171,326,117,,,3.0,,,,6.300000000000001,0.7777777777777778,0.3333333333333333
100.0,100.0,37642,0,0,0,0,0,2,2.5,2.0,5,2.0,219,False,,2020-10-16 02:30:13.164931,55,37642.jpg,2.0,0.2,a,9,13,8,1379,230,0.4,1.5,Evans,349,0,0,1,5,0,0,0,3,0,0,0,48,61.6,2.2,0.0,6.4,173,68,313,106,562,212,273,96,,,,,,,2.0630372492836675,0.36363636363636365,0.0
0.0,0.0,46483,0,0,-1,1,0,3,0.0,0.0,0,0.0,220,False,Transferred to Sampdoria,2020-10-05 07:20:56.395434,44,46483.jpg,0.0,0.4,u,9,13,0,26,1188,0.0,0.0,Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,177,419,177,387,163,443,177,,,,,,,,0.0,-0.45454545454545453
,,51938,0,0,-2,2,0,3,0.7,0.2,1,0.2,221,False,,,53,51938.jpg,1.0,0.1,a,9,13,3,44,195,0.0,0.6,Albrighton,35,0,0,0,0,0,0,0,0,0,0,0,13,3.0,11.8,2.0,1.6,370,168,260,144,317,157,362,164,4.0,,,,,,7.714285714285714,0.18867924528301888,-0.18867924528301888
0.0,0.0,61604,0,0,-1,1,0,3,0.0,0.0,0,0.0,222,False,Joined Barnsley on loan until January on 16/10. - Expected back 01 Feb,2020-10-16 21:30:11.572098,44,61604.jpg,0.0,0.4,n,9,13,0,52,1448,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,178,422,178,390,164,446,178,,,,,,,,0.0,-0.45454545454545453
,,95463,-1,1,-1,1,0,1,0.5,0.0,0,0.0,223,False,,,44,95463.jpg,0.0,0.2,a,9,13,0,79,156,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,49,429,28,398,26,453,49,,,,,,,,0.0,-0.45454545454545453
100.0,75.0,101668,0,0,0,0,2,4,7.0,4.9,7,6.5,224,False,,2020-10-16 13:30:22.970773,100,101668.jpg,8.2,17.0,a,9,13,41,18591,44260,0.6,4.1,Vardy,384,6,0,1,7,0,0,0,0,0,0,8,164,216.8,24.2,177.0,41.9,9,4,195,26,25,16,23,13,,,,,1.0,,9.609375,0.82,0.6199999999999999
100.0,100.0,106837,0,0,0,0,0,3,2.0,1.5,1,1.5,225,False,,2020-10-16 14:00:23.233127,55,106837.jpg,4.0,0.5,a,9,13,20,321,1141,0.3,3.6,Praet,350,1,1,2,3,0,0,0,0,0,0,1,66,84.2,65.3,70.0,21.7,115,43,86,58,77,45,82,47,,,,,,,5.142857142857142,0.7272727272727273,0.36363636363636365
0.0,0.0,111931,0,0,-1,1,0,2,0.0,0.0,0,0.0,226,False,Knee injury - Expected back 05 Dec,2020-08-15 10:00:11.805174,59,111931.jpg,0.0,0.1,i,9,13,0,69,210,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,579,215,578,215,579,215,582,215,,,,,,,,0.0,-0.3389830508474576
0.0,0.0,155569,0,0,0,0,0,2,0.0,0.0,0,0.0,227,False,Hamstring injury - Unknown return date,2020-10-04 13:30:15.269052,40,155569.jpg,0.0,1.1,i,9,13,0,119,2538,0.0,0.0,Amartey,144,0,0,0,4,0,0,0,1,0,0,0,19,22.4,1.8,0.0,2.4,284,115,319,112,345,122,339,124,,,,,,,0.0,0.0,-0.5
,,166989,0,0,-1,1,0,3,3.3,2.8,2,2.8,228,False,,,64,166989.jpg,2.7,1.7,a,9,13,16,1409,3316,0.4,2.5,Tielemans,540,1,0,2,8,0,0,0,3,0,0,0,91,122.6,68.3,49.0,24.0,52,17,81,56,113,63,71,42,2.0,,2.0,,3.0,,2.666666666666667,0.421875,0.10937500000000003
,,168580,0,0,-3,3,0,3,1.3,0.8,0,0.8,229,False,,,62,168580.jpg,2.0,1.2,a,9,13,8,329,2926,0.1,1.3,Pérez,280,0,0,1,4,0,0,0,1,0,0,0,23,33.0,36.8,103.0,17.4,260,106,142,87,47,26,117,64,,,,,2.0,,2.571428571428571,0.3225806451612903,0.0
100.0,100.0,172632,0,0,-2,2,0,3,0.5,0.0,0,0.0,230,False,,2020-09-25 21:00:14.856498,53,172632.jpg,0.0,0.1,a,9,13,0,41,116,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,562,226,557,226,553,223,566,226,5.0,,4.0,,,,,0.0,-0.37735849056603776
100.0,100.0,172780,0,0,0,0,0,3,3.7,3.2,2,3.2,231,False,,2020-10-04 13:30:15.292081,70,172780.jpg,3.0,2.4,a,9,13,15,5411,4971,0.5,2.1,Maddison,170,1,1,1,3,0,0,0,1,0,0,1,42,40.2,44.9,40.0,12.1,229,92,127,81,146,81,182,87,1.0,,1.0,,4.0,,7.9411764705882355,0.42857142857142855,0.14285714285714285
,,173515,0,0,-3,3,0,4,1.5,1.0,0,1.0,233,False,,,57,173515.jpg,1.3,0.3,a,9,13,4,453,890,0.2,0.7,Iheanacho,101,0,0,1,1,0,0,0,0,0,0,0,12,8.6,38.1,29.0,7.6,333,35,139,19,180,37,258,35,,,,,5.0,,3.5643564356435644,0.22807017543859648,-0.12280701754385964
,,197469,-1,1,-2,2,0,3,1.0,0.5,0,0.5,234,False,,,48,197469.jpg,1.0,0.1,a,9,13,2,80,76,0.1,0.4,Choudhury,13,0,0,0,1,0,0,0,0,0,0,0,8,3.2,1.6,0.0,0.5,367,166,326,163,497,201,380,172,,,,,,,13.846153846153847,0.20833333333333334,-0.20833333333333334
,,201666,0,0,0,0,0,3,2.7,2.2,3,2.2,235,False,,,70,201666.jpg,4.2,4.8,a,9,13,25,2970,13556,0.3,3.6,Barnes,524,1,1,2,8,0,0,0,0,0,0,3,66,92.8,56.3,223.0,37.2,99,37,101,66,14,6,31,16,,,,,,,4.293893129770993,0.6,0.31428571428571433
0.0,0.0,203341,-1,1,-2,2,0,3,0.0,0.0,0,0.0,236,False,Groin Injury - Expected back 19 Dec,2020-09-23 14:00:18.236626,48,203341.jpg,2.5,0.7,i,9,13,5,55,1606,0.0,1.0,Ndidi,180,0,0,1,2,0,0,0,0,0,0,0,29,47.8,1.5,0.0,4.9,204,82,328,165,499,203,296,136,,,,,,,2.5,0.5208333333333334,0.10416666666666667
0.0,0.0,213405,0,0,-1,1,0,2,0.0,0.0,0,0.0,237,False,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-09-11 16:00:17.923567,44,213405.jpg,0.0,0.0,n,9,13,0,3,56,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,184,445,183,415,168,468,184,,,,,,,,0.0,-0.45454545454545453
0.0,0.0,218031,0,0,-1,1,0,2,0.0,0.0,0,0.2,238,False,Muscle injury - Expected back 16 Jan,2020-10-15 19:00:23.817858,54,218031.jpg,2.0,5.2,i,9,13,8,66,37126,0.0,1.5,Söyüncü,360,0,0,1,7,0,0,0,1,0,0,0,64,83.4,24.6,44.0,15.2,116,41,192,55,131,27,139,39,,,,,,,2.0,0.37037037037037035,0.0
,,220627,0,0,3,-3,0,2,3.0,2.5,6,2.5,239,False,,,48,220627.jpg,4.3,21.6,a,9,13,26,9406,13358,0.5,5.4,Justin,540,1,1,2,8,0,0,0,1,0,0,1,110,119.4,50.2,37.0,20.7,57,18,114,28,153,35,90,20,,,,,,,4.333333333333333,0.8958333333333334,0.47916666666666663
,,244619,0,0,-2,2,0,2,0.5,0.0,0,0.0,240,False,,,43,244619.jpg,0.0,0.2,a,9,13,0,156,297,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,168,410,166,378,149,434,167,,,,,,,,0.0,-0.46511627906976744
,,166477,0,0,3,-3,2,2,3.5,3.0,6,3.0,498,True,,,58,166477.jpg,5.8,20.9,a,9,13,35,33227,16980,0.5,6.0,Castagne,540,1,3,2,8,0,0,0,1,0,0,4,136,145.0,78.1,86.0,31.0,33,10,62,13,56,4,51,7,,,,,,,5.833333333333333,1.0,0.6551724137931034
,,86881,0,0,0,0,0,3,3.5,3.0,3,3.0,518,False,,,45,86881.jpg,2.7,3.1,a,9,13,16,4024,4653,0.7,3.6,Mendy,525,0,1,3,7,0,0,0,2,0,0,0,75,77.2,45.5,8.0,13.0,126,46,124,79,262,136,166,84,,,,,,,2.742857142857143,0.6000000000000001,0.15555555555555559
,,228798,-1,1,-1,1,0,3,1.7,1.2,4,1.2,541,False,,,59,228798.jpg,2.5,0.1,a,9,13,5,406,184,0.2,0.8,Ünder,50,0,1,0,1,0,0,0,0,0,0,0,18,22.6,14.6,8.0,4.5,283,116,238,138,269,141,303,141,,,,,,,9.0,0.423728813559322,0.0847457627118644
,,444463,0,0,0,0,0,2,2.8,2.3,5,2.3,561,False,,,50,444463.jpg,3.5,0.0,a,9,13,7,839,89,0.5,1.4,Fofana,180,0,0,1,1,0,0,0,1,0,0,0,41,39.4,1.4,0.0,4.1,231,93,330,117,544,208,314,112,,,,,,,3.5,0.7,0.3
,,149828,0,0,0,0,0,4,1.0,0.5,0,0.5,579,False,,,50,149828.jpg,1.0,0.1,a,9,13,1,448,379,0.1,0.2,Slimani,19,0,0,0,1,0,0,0,0,0,0,0,3,0.2,11.7,6.0,1.8,386,47,262,35,285,45,357,44,,,,,,,4.7368421052631575,0.2,-0.2
100.0,100.0,28690,0,0,-2,2,0,3,0.0,0.5,1,0.5,193,False,,2020-09-19 16:30:18.234418,58,28690.jpg,1.3,0.4,a,10,2,4,356,666,0.1,0.7,Hernández,87,0,0,0,3,0,0,0,0,0,0,0,9,8.6,17.4,34.0,6.1,334,149,216,127,162,87,276,126,3.0,,2.0,,,,4.137931034482759,0.22413793103448276,-0.12068965517241378
100.0,100.0,39790,0,0,-2,2,0,1,-0.5,0.0,0,0.0,194,False,,2020-09-30 13:30:16.774093,43,39790.jpg,0.0,1.2,a,10,2,0,538,1420,0.0,0.0,Casilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,40,402,19,369,17,426,40,,,,,,,,0.0,-0.46511627906976744
75.0,75.0,55914,0,0,-1,1,0,2,1.3,1.7,0,2.2,195,False,Groin Injury - 75% chance of playing,2020-10-11 23:30:11.464394,44,55914.jpg,3.3,0.7,d,10,2,10,148,2172,0.5,2.3,Cooper,270,0,0,1,4,0,0,0,0,0,0,1,59,78.4,1.4,6.0,8.6,124,45,329,116,276,88,236,82,,,,,,,3.333333333333333,0.7499999999999999,0.2954545454545454
0.0,0.0,57913,0,0,-1,1,0,2,0.0,0.0,0,0.0,196,False,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16 10:30:16.158146,39,57913.jpg,0.0,7.1,n,10,2,0,3522,19666,0.0,0.0,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,141,368,140,329,116,391,140,,,,,,,,0.0,-0.5128205128205129
,,66588,0,0,0,0,0,2,3.5,4.0,6,4.0,197,False,,,45,66588.jpg,2.8,4.2,a,10,2,17,9838,2127,0.9,3.8,Ayling,540,0,0,2,9,0,0,0,1,0,0,1,105,157.4,89.0,55.0,30.2,26,5,52,12,102,19,53,8,,,,,,,2.833333333333333,0.6222222222222222,0.17777777777777773
,,72222,0,0,1,-1,0,3,2.5,3.0,5,3.0,198,False,,,56,72222.jpg,5.0,7.0,a,10,2,30,9352,8924,0.5,5.4,Klich,516,2,2,2,8,0,0,0,2,0,0,2,124,174.8,145.3,93.0,41.4,15,8,18,13,50,29,25,10,,,,,1.0,,5.232558139534883,0.8928571428571429,0.5357142857142857
0.0,0.0,80179,-1,1,-2,2,0,3,0.0,0.0,0,0.0,199,False,Hip injury - Unknown return date,2020-09-10 13:00:10.171553,48,80179.jpg,0.0,0.0,i,10,2,0,3,20,0.0,0.0,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,205,503,205,483,196,519,205,,,,,,,,0.0,-0.4166666666666667
