chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM,team_strength,team_short_name,strength_overall_home,strength_overall_away,position_name_short
75.0,75.0,200826,0,0,-1,1,0,3,1.1,0.8,0,1.0,403,False,Thigh injury - 75% chance of playing,2020-10-01 22:30:14.884729,69,200826.jpg,1.5,0.5,d,17,6,3,271,4517,0.1,0.4,Lo Celso,121,0,0,1,1,0,0,0,1,0,0,0,10,14.4,46.3,43.0,10.4,275,112,81,59,92,49,141,75,2.0,,5.0,,,,2.231404958677686,0.21739130434782608,-0.07246376811594203,4,TOT,1270,1290,MID
0.0,0.0,209042,0,0,0,0,0,3,0.0,0.0,0,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18 09:30:16.995257,45,209042.jpg,0.0,0.0,n,17,6,0,80,237,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,175,451,176,415,155,466,175,,,,,,,,0.0,-0.4444444444444444,4,TOT,1270,1290,MID
,,231372,0,0,-1,1,0,3,3.2,2.7,7,2.7,405,False,,,59,231372.jpg,2.2,0.3,a,17,6,9,5238,2090,0.5,1.5,Ndombele,140,1,0,0,3,0,0,0,1,0,0,0,38,52.4,22.0,47.0,12.2,135,51,155,94,79,43,122,64,6.0,,,,,,5.785714285714286,0.3728813559322034,0.03389830508474579,4,TOT,1270,1290,MID
50.0,0.0,36903,0,0,0,0,0,3,0.2,0.0,0,0.0,543,False,Lack of match fitness - 50% chance of playing,2020-09-22 08:56:43.846176,95,36903.jpg,0.0,0.5,d,17,6,0,27754,6334,0.0,0.0,Bale,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,575,235,575,235,575,235,575,235,,,,,,,,0.0,-0.21052631578947367,4,TOT,1270,1290,MID
,,49944,0,0,-1,1,0,3,1.2,1.2,1,1.7,409,False,,,49,49944.jpg,1.8,0.1,a,18,35,7,300,1206,0.3,1.4,Livermore,360,0,0,0,13,0,0,0,1,0,0,0,29,39.0,24.0,19.0,8.1,184,75,145,87,175,96,184,91,,,,,,,1.75,0.36734693877551017,-0.040816326530612235,2,WBA,1020,1040,MID
100.0,50.0,49957,0,0,-2,2,0,3,-0.5,-0.2,0,0.0,410,False,,2020-09-24 00:00:16.316756,53,49957.jpg,0.0,0.0,a,18,35,0,62,417,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,212,526,213,516,205,533,212,3.0,,,,,,,0.0,-0.37735849056603776,2,WBA,1020,1040,MID
100.0,100.0,50229,0,0,-2,2,0,3,0.2,0.2,0,0.7,411,False,,2020-09-14 10:30:13.911211,53,50229.jpg,1.0,0.1,a,18,35,2,151,623,0.1,0.4,Phillips,35,0,0,0,1,0,0,0,0,0,0,0,4,4.4,0.1,8.0,1.2,318,143,337,163,222,116,326,144,1.0,,2.0,,,,5.1428571428571415,0.18867924528301888,-0.18867924528301888,2,WBA,1020,1040,MID
,,61600,-1,1,-1,1,0,3,1.5,1.5,2,2.0,413,False,,,49,61600.jpg,2.0,0.0,a,18,35,8,149,379,0.4,1.6,Sawyers,295,0,0,0,10,0,0,0,0,0,0,0,34,33.2,26.3,1.0,6.1,212,87,134,83,284,137,227,105,,,,,,,2.440677966101694,0.4081632653061224,0.0,2,WBA,1020,1040,MID
0.0,0.0,173809,0,0,0,0,0,3,0.0,0.0,0,0.0,420,False,Joined Birmingham City on a permanent deal on 28/8,2020-08-28 12:30:11.345089,45,173809.jpg,0.0,0.0,u,18,35,0,86,286,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,454,173,444,174,408,153,459,173,,,,,,,,0.0,-0.4444444444444444,2,WBA,1020,1040,MID
,,174593,0,0,-1,1,0,3,0.2,0.2,1,0.7,421,False,,,49,174593.jpg,1.0,0.0,a,18,35,3,39,184,0.1,0.6,Edwards,86,0,0,0,3,0,0,0,0,0,0,0,7,5.8,0.7,37.0,4.3,312,139,308,150,109,56,263,122,,,,,,,3.13953488372093,0.2040816326530612,-0.2040816326530612,2,WBA,1020,1040,MID
,,195864,0,0,-1,1,0,3,0.5,0.5,1,1.0,423,False,,,49,195864.jpg,1.0,0.0,a,18,35,3,19,150,0.2,0.6,Field,61,0,0,0,2,0,0,0,0,0,0,0,16,20.0,0.5,0.0,2.0,252,102,313,152,478,188,315,139,,,,,,,4.426229508196721,0.2040816326530612,-0.2040816326530612,2,WBA,1020,1040,MID
,,232427,0,0,0,0,0,3,-0.5,-0.5,0,0.0,426,False,,,45,232427.jpg,1.0,0.5,a,18,35,1,334,3423,0.0,0.2,Harper,21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0.0,0.4,341,154,281,140,424,162,343,154,,,,,,,4.285714285714286,0.2222222222222222,-0.2222222222222222,2,WBA,1020,1040,MID
,,179830,0,0,0,0,0,3,3.2,3.2,2,3.7,446,False,,,55,179830.jpg,3.2,0.7,a,18,35,13,2721,7755,0.7,2.4,Diangana,323,1,0,0,12,0,0,0,0,0,0,0,40,74.4,38.5,63.0,17.6,78,30,98,67,56,29,61,36,4.0,,,,,,3.6222910216718263,0.5818181818181819,0.21818181818181825,2,WBA,1020,1040,MID
,,210407,0,0,0,0,0,3,5.2,5.2,2,5.7,481,False,,,60,210407.jpg,4.8,3.4,a,18,35,19,20283,41833,1.0,3.2,Pereira,340,1,2,0,12,0,0,0,0,0,0,0,72,99.6,73.3,47.0,22.0,40,17,40,31,80,44,45,24,2.0,,1.0,,,,5.029411764705882,0.7999999999999999,0.4666666666666666,2,WBA,1020,1040,MID
100.0,100.0,232787,0,0,0,0,0,3,-0.5,-0.5,0,0.0,544,False,,2020-09-25 09:00:11.082178,55,232787.jpg,0.0,0.0,a,18,35,0,110,154,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,550,221,552,222,548,218,553,221,,,,,,,,0.0,-0.3636363636363637,2,WBA,1020,1040,MID
,,200878,0,0,0,0,0,3,1.0,1.0,1,1.0,555,False,,,50,200878.jpg,1.0,0.0,a,18,35,1,94,50,0.2,0.2,Krovinovic,26,0,0,0,1,0,0,0,0,0,0,0,3,0.8,0.4,0.0,0.1,348,159,318,154,508,201,358,161,,,,,,,3.4615384615384617,0.2,-0.2,2,WBA,1020,1040,MID
100.0,100.0,18073,-1,1,-2,2,0,3,0.2,0.2,1,0.7,427,False,,2020-09-18 13:30:12.470945,48,18073.jpg,1.3,0.9,a,19,21,4,510,9389,0.1,0.8,Noble,70,0,0,0,1,0,0,0,0,0,0,0,14,7.0,12.8,0.0,2.0,308,136,211,120,436,171,314,138,5.0,,,,1.0,,5.1428571428571415,0.27083333333333337,-0.14583333333333334,3,WHU,1140,1170,MID
100.0,100.0,18987,-1,1,-2,2,0,3,-0.5,-0.5,0,0.0,428,False,,2020-09-03 14:30:12.052712,58,18987.jpg,0.0,0.1,a,19,21,0,119,626,0.0,0.0,Snodgrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552,223,554,224,550,220,555,223,1.0,,,,,,,0.0,-0.3448275862068966,3,WHU,1140,1170,MID
0.0,100.0,54102,0,0,-1,1,0,3,0.0,-0.5,0,0.0,434,False,"Left the club ""on a permanent basis"" on 5/10",2020-10-05 20:30:12.776224,49,54102.jpg,0.0,0.1,u,19,21,0,125,1247,0.0,0.0,Wilshere,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,194,482,195,456,180,494,194,,,,,,,,0.0,-0.4081632653061224,3,WHU,1140,1170,MID
,,56377,0,0,-2,2,0,3,-0.2,-0.2,0,0.3,436,False,,,58,56377.jpg,0.5,0.1,a,19,21,1,203,1230,0.1,0.2,Yarmolenko,30,0,0,0,2,0,0,0,1,0,0,0,3,5.0,6.3,26.0,3.7,315,141,240,130,147,78,274,125,4.0,,4.0,,,,3.0,0.08620689655172414,-0.25862068965517243,3,WHU,1140,1170,MID
100.0,100.0,86934,0,0,-1,1,0,3,-0.5,-0.5,0,0.0,439,False,,2020-09-07 01:00:16.188981,64,86934.jpg,0.0,0.1,a,19,21,0,270,497,0.0,0.0,Lanzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,569,232,570,232,569,231,570,232,6.0,,3.0,,3.0,,,0.0,-0.3125,3,WHU,1140,1170,MID
0.0,,101537,-1,1,-3,3,0,3,0.0,-0.2,0,0.3,440,False,Joined Porto on loan until the end of the season on 6/10. - Expected back 01 Jul,2020-10-07 10:30:13.510025,62,101537.jpg,1.0,0.2,n,19,21,2,469,4779,0.0,0.3,Felipe Anderson,2,0,0,0,0,0,0,0,0,0,0,0,8,2.4,0.4,2.0,0.5,338,152,319,155,281,136,342,153,,,,,,,90.0,0.16129032258064516,-0.16129032258064516,3,WHU,1140,1170,MID
,,178186,0,0,-2,2,1,3,7.8,7.8,8,8.3,445,False,,,63,178186.jpg,6.8,1.9,a,19,21,27,56128,18420,1.3,4.3,Bowen,344,3,0,2,3,0,0,0,0,0,0,2,87,120.4,32.3,136.0,28.9,22,9,112,74,22,8,22,10,2.0,,2.0,,,,7.063953488372092,1.0793650793650793,0.7619047619047619,3,WHU,1140,1170,MID
,,204480,0,0,-1,1,0,3,2.2,2.2,3,2.7,448,False,,,49,204480.jpg,2.5,3.2,a,19,21,10,8361,24447,0.6,2.0,Rice,360,0,0,2,4,0,0,0,0,0,0,0,72,72.2,57.4,26.0,15.6,86,34,59,43,144,76,81,48,,,5.0,,,,2.5,0.5102040816326531,0.1020408163265306,3,WHU,1140,1170,MID
,,215439,-1,1,-1,1,0,3,3.2,3.2,3,3.7,449,False,,,49,215439.jpg,3.2,3.3,a,19,21,13,12711,40955,0.8,2.7,Soucek,360,0,1,2,4,0,0,0,0,0,0,0,29,38.0,35.3,133.0,20.6,192,79,104,70,24,9,48,26,,,,,,,3.25,0.6530612244897959,0.2448979591836735,3,WHU,1140,1170,MID
,,217593,0,0,-1,1,0,3,7.2,7.2,12,7.7,450,False,,,64,217593.jpg,6.2,0.3,a,19,21,25,10843,3082,1.2,3.9,Fornals,333,1,3,2,3,0,0,0,1,0,0,2,74,84.0,61.1,62.0,20.7,61,24,50,37,58,31,47,25,,,,,,,6.756756756756758,0.96875,0.65625,3,WHU,1140,1170,MID
,,19624,-1,1,-1,1,0,3,2.2,2.7,1,1.7,454,False,,,54,19624.jpg,2.0,2.1,a,20,39,8,1988,22686,0.3,1.5,Moutinho,254,0,0,1,5,0,0,0,0,0,0,0,40,39.6,80.6,9.0,13.0,180,73,30,22,212,110,113,60,1.0,,2.0,,,,2.8346456692913384,0.3703703703703704,0.0,4,WOL,1190,1210,MID
,,151589,0,0,-1,1,0,3,2.8,3.3,6,2.3,464,False,,,49,151589.jpg,3.3,1.3,a,20,39,10,3518,12009,0.5,2.0,Dendoncker,192,0,1,2,1,0,0,0,0,0,0,0,34,36.2,54.7,35.0,12.6,200,83,64,47,114,58,119,63,,,,,,,4.6875,0.6734693877551019,0.26530612244897955,4,WOL,1190,1210,MID
,,159533,-1,1,-1,1,0,3,2.2,2.7,1,1.7,465,False,,,64,159533.jpg,2.0,12.4,a,20,39,8,16365,162003,0.3,1.2,Traoré,249,0,0,1,5,0,0,0,0,0,0,0,35,50.2,49.4,19.0,11.9,140,55,71,51,177,97,126,66,,,,,,,2.8915662650602405,0.3125,0.0,4,WOL,1190,1210,MID
,,171317,0,0,-1,1,0,3,2.5,3.0,2,2.0,466,False,,,54,171317.jpg,1.8,1.9,a,20,39,7,2760,14426,0.4,1.3,Neves,284,0,0,1,7,0,0,0,1,0,0,0,44,47.8,31.6,51.0,13.1,145,58,114,76,73,38,111,58,4.0,,1.0,,2.0,,2.218309859154929,0.3333333333333333,-0.03703703703703703,4,WOL,1190,1210,MID
100.0,75.0,200600,0,0,1,-1,0,3,3.2,2.8,3,2.7,469,False,,2020-09-27 18:30:16.944878,56,200600.jpg,4.7,4.7,a,20,39,14,16373,63796,0.5,2.5,Podence,235,0,2,2,3,0,0,0,0,0,0,0,47,51.4,53.1,7.0,11.1,137,53,66,49,233,125,132,71,3.0,,,,,,5.3617021276595755,0.8392857142857144,0.4821428571428572,4,WOL,1190,1210,MID
0.0,0.0,222531,0,0,0,0,0,3,0.0,0.0,0,0.0,473,False,Joined Swansea City on loan until the end of the season on 25/8. - Expected back 01 Jul,2020-08-25 12:00:07.425510,50,222531.jpg,0.0,0.0,n,20,39,0,32,57,0.0,0.0,Gibbs-White,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,209,520,210,510,202,528,209,,,,,,,,0.0,-0.4,4,WOL,1190,1210,MID
,,247632,0,0,0,0,0,3,4.5,5.0,8,4.0,474,False,,,55,247632.jpg,4.5,1.3,a,20,39,18,22594,12233,0.7,3.3,Neto,315,1,1,2,6,0,0,0,0,0,0,0,59,76.6,118.5,66.0,26.2,74,29,14,9,51,26,35,18,2.0,,,,,,5.1428571428571415,0.8181818181818182,0.4545454545454545,4,WOL,1190,1210,MID
0.0,0.0,428610,0,0,-1,1,0,3,0.0,0.0,0,0.0,475,False,Joined Famalicao on loan until the end of the season on 8/9. - Expected back 01 Jul,2020-09-17 22:30:12.505114,44,428610.jpg,0.0,0.3,n,20,39,0,1193,3138,0.0,0.0,Jordao,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,168,410,169,370,147,431,168,,,,,,,,0.0,-0.4545454545454545,4,WOL,1190,1210,MID
,,437858,-1,1,-1,1,0,3,0.8,1.3,0,0.3,515,False,,,49,437858.jpg,1.0,0.0,a,20,39,2,90,308,0.1,0.4,Vitinha,21,0,0,0,1,0,0,0,0,0,0,0,8,8.6,12.9,0.0,2.2,294,126,208,118,490,194,309,135,,,,,,,8.571428571428571,0.2040816326530612,-0.2040816326530612,4,WOL,1190,1210,MID
,,225368,0,0,0,0,0,3,0.5,1.0,0,0.0,553,False,,,45,225368.jpg,0.0,0.0,a,20,39,0,541,327,0.0,0.0,Shabani,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,180,457,181,423,161,472,180,,,,,,,,0.0,-0.4444444444444444,4,WOL,1190,1210,MID
100.0,75.0,39476,0,0,-1,1,0,2,-0.5,0.4,0,0.0,2,False,,2020-09-11 11:00:08.600094,49,39476.jpg,0.0,0.1,a,1,3,0,192,332,0.0,0.0,Sokratis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,487,189,479,189,452,178,491,189,,,,,,,,0.0,-0.4081632653061224,4,ARS,1240,1250,DEF
100.0,100.0,41270,0,0,0,0,0,2,0.8,1.8,2,1.3,3,False,,2020-09-10 14:30:11.632386,55,41270.jpg,1.3,1.0,a,1,3,4,3664,5005,0.2,0.7,David Luiz,181,0,0,0,4,0,0,0,0,0,0,0,27,43.2,4.0,0.0,4.7,164,64,255,81,539,208,257,86,,,4.0,,,,1.9889502762430935,0.2363636363636364,-0.12727272727272726,4,ARS,1240,1250,DEF
100.0,100.0,58822,0,0,-2,2,0,2,-0.5,0.5,0,0.0,5,False,,2020-09-23 09:00:14.881983,48,58822.jpg,0.0,0.2,a,1,3,0,440,1406,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,187,470,187,440,175,484,187,,,,,,,,0.0,-0.4166666666666667,4,ARS,1240,1250,DEF
0.0,0.0,69140,0,0,0,0,0,2,0.0,0.0,0,0.0,7,False,Hamstring injury - Expected back 24 Oct,2020-08-15 10:00:11.331812,50,69140.jpg,0.0,0.0,i,1,3,0,49,86,0.0,0.0,Mustafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518,201,513,201,498,195,522,201,,,,,,,,0.0,-0.4,4,ARS,1240,1250,DEF
0.0,0.0,92371,0,0,0,0,0,2,0.0,0.0,0,0.0,10,False,Ankle injury - Expected back 24 Oct,2020-08-15 10:00:11.357231,45,92371.jpg,0.0,0.0,i,1,3,0,35,78,0.0,0.0,Marí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,177,433,177,393,161,450,177,,,,,,,,0.0,-0.4444444444444444,4,ARS,1240,1250,DEF
,,98745,0,0,0,0,0,2,3.8,4.8,11,4.3,11,False,,,50,98745.jpg,4.5,5.4,a,1,3,18,71985,28581,0.9,3.6,Bellerín,360,0,2,1,5,0,0,0,2,0,0,3,81,77.8,60.8,12.0,15.1,70,23,51,11,201,60,90,20,,,,,,,4.5,0.9,0.5,4,ARS,1240,1250,DEF
0.0,0.0,101184,0,0,0,0,0,2,0.0,0.0,0,0.0,13,False,Knee injury - Expected back 24 Oct,2020-08-15 10:00:11.386295,45,101184.jpg,0.0,0.0,i,1,3,0,42,87,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,178,435,178,395,162,452,178,,,,,,,,0.0,-0.4444444444444444,4,ARS,1240,1250,DEF
,,111457,0,0,-1,1,0,2,0.2,1.2,0,0.7,14,False,,,49,111457.jpg,2.0,0.2,a,1,3,2,343,1767,0.1,0.4,Kolasinac,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4.0,1.3,324,122,244,75,253,83,323,121,,,,,,,2.0,0.4081632653061224,0.0,4,ARS,1240,1250,DEF
,,154043,-1,1,-1,1,0,2,0.2,1.2,1,0.7,15,False,,,49,154043.jpg,2.7,1.5,a,1,3,8,2842,12597,0.1,1.6,Maitland-Niles,183,0,0,1,3,0,0,0,0,0,0,0,33,20.2,4.3,7.0,3.2,249,98,251,79,230,69,284,102,,,,,,,3.9344262295081966,0.5510204081632653,0.14285714285714288,4,ARS,1240,1250,DEF
,,156074,0,0,0,0,0,2,0.5,1.5,0,1.0,16,False,,,45,156074.jpg,3.0,2.4,a,1,3,9,6013,23388,0.2,2.0,Holding,270,0,0,1,4,0,0,0,0,0,0,0,58,66.2,1.6,0.0,6.8,98,35,288,105,404,166,213,66,,,,,,,3.0,0.6666666666666666,0.2222222222222222,4,ARS,1240,1250,DEF
0.0,100.0,192895,0,0,-1,1,0,2,0.0,1.5,2,1.0,17,False,Unavailable due to illness guidelines. - Expected back 25 Oct,2020-10-14 10:30:19.613747,54,192895.jpg,3.0,6.3,n,1,3,9,6589,50289,0.2,1.7,Tierney,270,0,0,1,4,0,0,0,0,0,0,0,55,56.6,24.5,2.0,8.3,122,46,144,39,276,97,178,52,,,,,,,3.0,0.5555555555555555,0.1851851851851852,4,ARS,1240,1250,DEF
,,462424,-1,1,-3,3,0,2,-0.5,0.5,0,0.0,27,False,,,42,462424.jpg,0.0,1.2,a,1,3,0,2518,15808,0.0,0.0,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,385,145,368,144,323,124,390,145,,,,,,,,0.0,-0.4761904761904762,4,ARS,1240,1250,DEF
,,226597,0,0,1,-1,1,2,0.8,1.8,2,1.3,494,False,,,51,226597.jpg,6.3,12.5,a,1,3,19,38363,73446,0.3,3.7,Gabriel,270,1,0,1,2,0,0,0,0,0,0,3,68,98.6,3.3,35.0,13.7,43,13,263,87,115,24,102,27,,,,,,,6.333333333333334,1.2352941176470589,0.8431372549019608,4,ARS,1240,1250,DEF
,,37339,-1,1,-1,1,0,2,-0.2,-0.7,1,0.3,29,False,,,44,37339.jpg,1.0,0.4,a,2,7,1,782,2492,0.1,0.2,El Mohamady,10,0,0,0,0,0,0,0,0,0,0,0,4,3.6,11.1,2.0,1.7,323,121,222,67,263,89,319,118,,,,,,,9.0,0.2272727272727273,-0.2272727272727273,3,AVL,1130,1150,DEF
,,47390,-1,1,-1,1,0,2,-0.5,-1.0,0,0.0,31,False,,,44,47390.jpg,0.0,0.3,a,2,7,0,760,2063,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,152,379,151,335,132,401,152,,,,,,,,0.0,-0.4545454545454545,3,AVL,1130,1150,DEF
0.0,0.0,108156,0,0,-1,1,0,2,0.0,0.0,0,0.0,36,False,Thigh injury - Unknown return date,2020-09-18 10:00:08.441455,44,108156.jpg,0.0,0.1,i,2,7,0,34,572,0.0,0.0,Engels,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,157,390,156,348,139,412,157,,,,,,,,0.0,-0.4545454545454545,3,AVL,1130,1150,DEF
75.0,75.0,123354,-1,1,-1,1,0,2,-0.4,-0.8,0,0.0,39,False,Muscle injury - 75% chance of playing,2020-10-01 22:30:14.186065,44,123354.jpg,0.0,0.1,d,2,7,0,37,649,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,158,392,157,351,141,414,158,,,,,,,,0.0,-0.4545454545454545,3,AVL,1130,1150,DEF
,,149484,1,-1,1,-1,2,2,7.2,6.7,1,7.7,41,False,,,51,149484.jpg,7.7,5.5,a,2,7,23,121691,28997,1.5,4.5,Mings,270,1,1,2,2,0,0,0,1,0,0,2,82,117.4,13.2,42.0,17.4,23,4,203,57,94,15,65,11,,,,,,,7.666666666666666,1.5098039215686276,1.1176470588235294,3,AVL,1130,1150,DEF
,,169359,0,0,0,0,0,2,3.2,2.7,1,3.7,42,False,,,45,169359.jpg,3.7,1.1,a,2,7,11,15321,8465,0.8,2.4,Targett,270,0,0,2,2,0,0,0,2,0,0,0,53,22.4,13.6,2.0,3.9,242,96,200,54,265,91,270,96,6.0,,5.0,,,,3.666666666666667,0.8222222222222223,0.3777777777777778,3,AVL,1130,1150,DEF
0.0,0.0,184386,0,0,0,0,0,2,0.0,0.0,0,0.0,43,False,Joined Luton Town on a permanent deal on 1/9,2020-09-02 09:00:10.425295,45,184386.jpg,0.0,0.0,u,2,7,0,28,57,0.0,0.0,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,184,447,184,411,171,462,184,,,,,,,,0.0,-0.4444444444444444,3,AVL,1130,1150,DEF
,,199798,1,-1,1,-1,1,2,6.8,6.3,1,7.3,46,False,,,46,199798.jpg,7.3,5.3,a,2,7,22,116174,36476,1.6,4.8,Konsa,270,1,0,2,2,0,0,0,0,0,0,3,79,85.6,0.3,33.0,11.9,57,18,323,121,121,26,125,37,,,,,,,7.333333333333334,1.5869565217391306,1.1521739130434785,3,AVL,1130,1150,DEF
,,203368,-1,1,-1,1,0,2,-0.5,-1.0,0,0.0,47,False,,,44,203368.jpg,0.0,0.1,a,2,7,0,193,701,0.0,0.0,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,164,400,163,360,147,421,164,,,,,,,,0.0,-0.4545454545454545,3,AVL,1130,1150,DEF
,,199796,0,0,0,0,0,2,3.5,3.0,1,4.0,496,False,,,50,199796.jpg,4.0,0.5,a,2,7,12,6179,3466,0.8,2.4,Cash,259,0,0,2,2,0,0,0,1,0,0,0,69,72.4,58.9,18.0,14.9,83,27,56,12,184,49,91,21,,,,,,,4.1698841698841695,0.8,0.4,3,AVL,1130,1150,DEF
0.0,0.0,61933,0,0,-1,1,0,2,0.0,0.0,0,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02 09:00:10.465117,44,61933.jpg,0.0,0.1,n,3,36,0,56,314,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,153,382,152,338,133,404,153,,,,,,,,0.0,-0.4545454545454545,3,BHA,1100,1120,DEF
,,78916,0,0,-1,1,0,2,0.3,-0.2,0,0.3,61,False,,,44,78916.jpg,1.0,0.5,a,3,36,1,483,3366,0.1,0.2,Burn,32,0,0,0,0,0,0,0,0,0,0,0,4,2.8,1.8,0.0,0.5,333,123,280,99,341,135,337,124,,,,,,,2.8125,0.2272727272727273,-0.2272727272727273,3,BHA,1100,1120,DEF
,,83299,-1,1,-1,1,0,2,1.7,1.2,0,1.7,62,False,,,49,83299.jpg,1.5,5.9,a,3,36,6,5961,46575,0.3,1.2,Dunk,360,0,0,1,10,1,0,0,1,0,0,1,61,53.4,6.0,10.0,7.0,133,52,242,73,205,61,209,64,,,1.0,,,,1.5,0.3061224489795918,-0.1020408163265306,3,BHA,1100,1120,DEF
0.0,0.0,86153,0,0,0,0,0,2,0.0,0.0,0,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25 16:00:07.591453,45,86153.jpg,0.0,0.0,u,3,36,0,27,69,0.0,0.0,Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,176,432,176,392,160,449,176,,,,,,,,0.0,-0.4444444444444444,3,BHA,1100,1120,DEF
,,110735,0,0,0,0,0,2,2.3,1.8,0,2.3,66,False,,,45,110735.jpg,2.0,2.2,a,3,36,8,4257,14085,0.5,1.8,Webster,360,0,0,1,10,0,0,0,0,0,0,0,57,44.0,18.6,38.0,10.1,160,61,171,44,107,19,147,44,,,,,,,2.0,0.4444444444444444,0.0,3,BHA,1100,1120,DEF
,,111478,-1,1,-2,2,0,2,0.0,-0.5,0,0.0,67,False,,,43,111478.jpg,0.0,0.2,a,3,36,0,749,1718,0.0,0.0,Veltman,45,0,0,0,2,0,0,0,0,0,0,0,10,16.6,4.9,4.0,2.6,269,108,247,76,244,75,297,110,,,,,,,0.0,0.0,-0.4651162790697674,3,BHA,1100,1120,DEF
0.0,0.0,178173,-1,1,-1,1,0,2,0.0,0.0,0,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26 10:30:05.746418,44,178173.jpg,0.0,0.0,n,3,36,0,33,60,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,162,398,161,358,145,419,162,,,,,,,,0.0,-0.4545454545454545,3,BHA,1100,1120,DEF
100.0,100.0,198869,0,0,0,0,0,2,2.0,1.5,0,2.0,74,False,,2020-09-14 21:30:11.221083,45,198869.jpg,1.8,1.4,a,3,36,7,4221,9679,0.4,1.6,White,348,0,0,1,10,0,0,0,1,0,0,0,64,75.0,24.7,2.0,10.3,75,25,141,37,266,92,142,42,,,,,,,1.8103448275862069,0.4,-0.04444444444444443,3,BHA,1100,1120,DEF
,,209362,0,0,0,0,0,2,0.0,-0.5,0,0.0,75,False,,,40,209362.jpg,0.0,9.3,a,3,36,0,10781,51492,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,134,355,134,306,110,376,134,,,,,,,,0.0,-0.5,3,BHA,1100,1120,DEF
